order_id,amount,profit,quantity,category,sub_category
B-26538,68,-55,5,Electronics,Accessories
B-26538,228,63,3,Electronics,Electronic Games
B-26539,122,50,7,Clothing,Stole
B-26539,135,54,5,Clothing,Kurti
B-26539,63,1,4,Clothing,T-shirt
B-26539,58,-8,2,Clothing,Saree
B-26539,414,199,3,Electronics,Phones
B-26539,462,169,4,Clothing,Saree
B-26539,91,22,2,Clothing,Stole
B-26540,527,26,3,Electronics,Electronic Games
B-26540,1487,624,3,Clothing,Trousers
B-26540,12,-2,3,Clothing,Hankerchief
B-26540,105,20,2,Clothing,Stole
B-26540,33,-29,3,Clothing,Shirt
B-26540,13,-13,2,Clothing,Skirt
B-26541,249,-130,4,Electronics,Phones
B-26541,2115,23,5,Furniture,Chairs
B-26541,55,12,5,Clothing,Skirt
B-26541,955,305,3,Electronics,Printers
B-26542,70,24,3,Clothing,Stole
B-26542,50,-44,2,Clothing,Hankerchief
B-26542,15,2,1,Clothing,Leggings
B-26542,70,-64,5,Clothing,Stole
B-26542,288,-180,4,Furniture,Chairs
B-26542,43,8,3,Clothing,Leggings
B-26542,70,-14,2,Furniture,Furnishings
B-26542,734,248,2,Furniture,Chairs
B-26542,1228,14,3,Furniture,Chairs
B-26543,765,-36,3,Electronics,Electronic Games
B-26543,2830,-1981,13,Furniture,Bookcases
B-26543,1063,64,7,Electronics,Phones
B-26543,245,-3,4,Electronics,Phones
B-26543,43,17,2,Clothing,T-shirt
B-26543,82,8,3,Electronics,Accessories
B-26543,53,-18,4,Clothing,T-shirt
B-26543,26,12,3,Clothing,Hankerchief
B-26543,31,-7,5,Clothing,Skirt
B-26543,724,-447,4,Electronics,Electronic Games
B-26544,5729,64,14,Furniture,Chairs
B-26544,66,22,3,Clothing,Stole
B-26544,143,-129,2,Electronics,Phones
B-26545,89,-37,4,Clothing,Shirt
B-26545,595,119,4,Furniture,Bookcases
B-26545,451,25,3,Electronics,Phones
B-26545,637,113,5,Clothing,Saree
B-26545,17,-12,5,Clothing,Skirt
B-26545,54,12,3,Clothing,Saree
B-26546,261,13,6,Clothing,Shirt
B-26546,41,-14,5,Clothing,Leggings
B-26546,147,73,3,Clothing,Stole
B-26546,48,2,3,Clothing,Stole
B-26546,97,-62,2,Clothing,Trousers
B-26546,418,70,7,Electronics,Phones
B-26546,70,-14,2,Furniture,Furnishings
B-26546,145,-104,5,Furniture,Chairs
B-26546,10,2,2,Clothing,Hankerchief
B-26547,168,-51,2,Furniture,Bookcases
B-26547,45,-2,4,Clothing,Shirt
B-26547,1622,95,5,Electronics,Printers
B-26547,157,5,9,Clothing,Saree
B-26547,681,259,4,Furniture,Chairs
B-26548,158,69,3,Clothing,Stole
B-26548,13,-2,1,Clothing,Stole
B-26548,10,-1,1,Clothing,Leggings
B-26548,53,2,4,Clothing,Hankerchief
B-26548,28,10,3,Clothing,Skirt
B-26548,145,0,3,Clothing,Saree
B-26548,656,-36,2,Furniture,Bookcases
B-26548,71,0,8,Clothing,Skirt
B-26549,75,2,5,Clothing,Leggings
B-26549,54,8,4,Clothing,T-shirt
B-26549,244,122,5,Furniture,Furnishings
B-26549,45,16,3,Clothing,Stole
B-26550,93,44,2,Clothing,Stole
B-26551,244,122,5,Furniture,Furnishings
B-26552,53,-18,4,Clothing,T-shirt
B-26552,182,-11,3,Furniture,Bookcases
B-26552,16,2,1,Clothing,Saree
B-26552,108,37,2,Clothing,Stole
B-26552,17,-12,5,Clothing,Skirt
B-26553,56,0,4,Clothing,Hankerchief
B-26553,156,36,5,Clothing,T-shirt
B-26553,44,-3,1,Clothing,Saree
B-26554,32,1,2,Clothing,Stole
B-26554,74,-59,2,Electronics,Accessories
B-26555,869,67,4,Furniture,Tables
B-26555,14,5,1,Clothing,Hankerchief
B-26555,559,174,2,Electronics,Electronic Games
B-26555,624,37,2,Electronics,Electronic Games
B-26555,852,51,5,Furniture,Bookcases
B-26556,594,89,3,Furniture,Bookcases
B-26556,60,3,3,Clothing,Saree
B-26556,186,-141,9,Clothing,Shirt
B-26556,24,1,4,Clothing,Hankerchief
B-26557,72,-6,3,Clothing,Saree
B-26558,192,-146,3,Clothing,Saree
B-26558,671,-309,5,Electronics,Electronic Games
B-26558,828,230,2,Furniture,Chairs
B-26558,109,52,2,Clothing,Stole
B-26558,227,102,8,Electronics,Accessories
B-26558,91,15,6,Clothing,T-shirt
B-26558,27,6,3,Clothing,Skirt
B-26558,880,97,8,Furniture,Furnishings
B-26559,65,-52,3,Electronics,Accessories
B-26560,257,23,5,Clothing,Hankerchief
B-26560,128,47,4,Clothing,Hankerchief
B-26560,1183,106,4,Electronics,Printers
B-26560,832,0,3,Clothing,Trousers
B-26560,8,-2,3,Clothing,Hankerchief
B-26560,319,102,6,Electronics,Accessories
B-26560,2061,701,5,Furniture,Bookcases
B-26561,34,13,2,Clothing,Saree
B-26561,424,161,2,Clothing,Saree
B-26561,41,-6,1,Furniture,Chairs
B-26561,31,10,1,Clothing,Kurti
B-26561,24,1,2,Clothing,Hankerchief
B-26562,44,14,3,Clothing,Hankerchief
B-26562,474,56,4,Electronics,Phones
B-26562,34,-13,5,Clothing,Leggings
B-26562,238,20,2,Clothing,Saree
B-26562,24,-21,7,Clothing,Skirt
B-26563,2093,721,5,Furniture,Chairs
B-26564,42,-23,2,Furniture,Furnishings
B-26565,2927,146,8,Furniture,Bookcases
B-26566,31,11,3,Clothing,Skirt
B-26566,33,-12,5,Clothing,Hankerchief
B-26566,263,-63,2,Electronics,Electronic Games
B-26567,137,5,5,Clothing,Shirt
B-26568,637,113,5,Clothing,Saree
B-26569,29,-3,3,Clothing,Saree
B-26569,25,2,3,Clothing,Kurti
B-26569,62,28,5,Clothing,Hankerchief
B-26570,476,0,3,Furniture,Chairs
B-26571,52,18,5,Clothing,Leggings
B-26571,401,13,6,Furniture,Chairs
B-26571,56,0,4,Clothing,Hankerchief
B-26572,585,175,13,Clothing,T-shirt
B-26572,44,-34,3,Clothing,Stole
B-26572,529,137,3,Electronics,Phones
B-26572,12,3,1,Clothing,Stole
B-26572,857,274,2,Furniture,Tables
B-26573,223,27,2,Furniture,Bookcases
B-26573,41,11,6,Clothing,Hankerchief
B-26573,29,11,4,Clothing,Skirt
B-26573,148,72,7,Clothing,T-shirt
B-26574,57,24,5,Clothing,Leggings
B-26575,20,-9,6,Clothing,Hankerchief
B-26575,33,10,3,Clothing,Hankerchief
B-26575,176,37,6,Electronics,Accessories
B-26576,314,-239,13,Clothing,Hankerchief
B-26576,1461,202,5,Furniture,Tables
B-26576,359,-338,5,Furniture,Bookcases
B-26576,579,139,3,Electronics,Printers
B-26576,324,39,8,Electronics,Accessories
B-26576,22,8,2,Clothing,Leggings
B-26577,781,-594,6,Electronics,Printers
B-26578,193,-275,3,Electronics,Phones
B-26578,171,14,9,Clothing,Shirt
B-26578,121,-17,3,Furniture,Furnishings
B-26578,16,-5,2,Clothing,Stole
B-26578,10,-1,1,Clothing,Saree
B-26578,362,127,1,Furniture,Bookcases
B-26578,115,25,1,Electronics,Accessories
B-26579,65,-16,2,Electronics,Phones
B-26580,210,62,2,Electronics,Phones
B-26580,139,30,3,Clothing,Shirt
B-26580,50,3,2,Clothing,Stole
B-26580,524,-25,2,Electronics,Electronic Games
B-26581,27,5,1,Clothing,Stole
B-26581,681,259,4,Furniture,Chairs
B-26581,1560,421,3,Clothing,Trousers
B-26581,224,-81,3,Furniture,Chairs
B-26582,342,154,7,Furniture,Furnishings
B-26583,19,-15,3,Clothing,Hankerchief
B-26584,610,-66,2,Furniture,Tables
B-26585,113,24,4,Clothing,Hankerchief
B-26586,114,11,4,Clothing,T-shirt
B-26586,193,8,4,Clothing,T-shirt
B-26586,264,-30,3,Furniture,Furnishings
B-26586,128,55,1,Clothing,Saree
B-26586,54,12,4,Clothing,Shirt
B-26587,45,6,3,Clothing,Shirt
B-26588,216,-83,3,Electronics,Electronic Games
B-26588,205,-119,3,Clothing,Saree
B-26588,313,44,3,Electronics,Electronic Games
B-26589,299,113,2,Furniture,Bookcases
B-26589,144,-7,4,Electronics,Electronic Games
B-26589,29,-3,3,Clothing,Saree
B-26589,2103,322,8,Electronics,Electronic Games
B-26589,148,25,3,Clothing,Saree
B-26589,71,19,3,Clothing,T-shirt
B-26590,22,4,1,Clothing,Stole
B-26590,50,25,5,Clothing,Stole
B-26590,40,16,3,Clothing,Hankerchief
B-26591,637,50,5,Clothing,Saree
B-26592,83,-81,3,Furniture,Chairs
B-26592,29,8,5,Clothing,Hankerchief
B-26592,170,19,5,Clothing,T-shirt
B-26592,192,-146,3,Clothing,Saree
B-26592,27,9,2,Clothing,Hankerchief
B-26592,133,-42,1,Electronics,Printers
B-26592,60,21,4,Clothing,Stole
B-26592,90,17,3,Clothing,Hankerchief
B-26592,781,-594,6,Electronics,Printers
B-26593,40,10,2,Clothing,Stole
B-26593,141,41,3,Clothing,Shirt
B-26593,55,18,2,Clothing,Kurti
B-26593,170,19,5,Clothing,T-shirt
B-26593,79,16,3,Clothing,T-shirt
B-26594,85,24,10,Clothing,Hankerchief
B-26594,333,-15,3,Electronics,Phones
B-26594,200,7,4,Electronics,Electronic Games
B-26595,190,19,9,Furniture,Furnishings
B-26595,47,-21,2,Electronics,Electronic Games
B-26596,642,180,5,Clothing,Saree
B-26597,16,-5,2,Clothing,Stole
B-26598,17,0,1,Clothing,Hankerchief
B-26599,1361,197,9,Furniture,Bookcases
B-26599,321,-315,5,Clothing,Saree
B-26599,151,29,5,Clothing,Hankerchief
B-26599,27,9,2,Clothing,T-shirt
B-26599,191,93,4,Clothing,Shirt
B-26599,79,33,4,Clothing,Stole
B-26599,598,166,4,Furniture,Bookcases
B-26599,296,-225,11,Clothing,Saree
B-26599,45,0,2,Clothing,Stole
B-26600,32,6,3,Clothing,Shirt
